left_eyebrows_coords_center_x,left_eyebrows_coords_center_y,right_eyebrows_coords_center_y,right_eyebrows_coords_center_x,left_eye_coords_center_x,left_eye_coords_center_y,right_eye_coords_center_x,right_eye_coords_center_y,nose_coords_center_x,nose_coords_center_y,mouth_coords_center_x,mouth_coords_center_y,jawline_coords_center_x,jawline_coords_center_y,eye_distance,eye_nose_distance,eye_mouth_distance,eye_eyebrow_distance,nose_mouth_distance,jawline_distance,nose_width,mouth_width,avg_symmetry_score,eye_to_nose_ratio,eye_to_mouth_ratio,nose_to_mouth_ratio,facial_emotional_class
0.19804400977995107,0.21487603305785125,0.5691489361702128,0.2032967032967033,0.15126050420168075,0.21212121212121215,0.5545023696682466,0.21319796954314718,0.25150602409638567,0.2569832402234635,0.3215297450424929,0.34423076923076934,0.3239323126510878,0.280392156862745,0.6920909351690673,0.48507200144507945,0.48318611987856885,0.271320599868874,0.44039211174033654,0.7185083315523199,0.5167876799534152,0.5850317167933803,0.6772802599398263,0.562397356085518,0.16029414812067688,0.16616280241121417,anger
0.26405867970660146,0.18457300275482097,0.773936170212766,0.3104395604395605,0.16386554621848742,0.13636363636363635,0.7156398104265403,0.23604060913705582,0.3162650602409639,0.35940409683426444,0.24929178470254965,0.328846153846154,0.13376309427880728,0.2568627450980392,0.884644161580988,0.5906430557028289,0.26725413894413086,0.36716296987916297,0.2177592440943803,0.8154095845632076,0.8118335345264942,0.5736994206504848,0.831063795619066,0.4526787508060499,0.31758850109376735,0.32552835183458717,anger
0.22249388753056232,0.21487603305785125,0.6702127659574469,0.25000000000000006,0.15126050420168075,0.1792929292929294,0.6066350710900476,0.20812182741116747,0.2786144578313253,0.2886405959031657,0.23796033994334287,0.38557692307692326,0.18694601128122468,0.3568627450980393,0.750117571493666,0.52094839616172,0.44091053514152734,0.390081370477976,0.49959924369102404,0.7658038781814155,0.6604836129521057,0.23234252378036774,0.7702362200725593,0.47221252320871177,0.8747041908788333,0.6720214339511259,anger
0.22004889975550118,0.3085399449035812,0.6622340425531915,0.2664835164835165,0.17857142857142866,0.2803030303030304,0.6090047393364929,0.20812182741116747,0.30421686746987964,0.25884543761638734,0.3356940509915013,0.42403846153846114,0.31184528605962925,0.5127450980392156,0.7268122989568394,0.43319832374168354,0.5206624509394057,0.42255514079060347,0.5624856075571562,0.8138594931690725,0.5294917377973563,0.4006936735337336,0.8441077653396615,0.5813692559359809,0.44415753749469045,0.3237591706481052,anger
0.23716381418092902,0.15977961432506887,0.723404255319149,0.239010989010989,0.16176470588235298,0.18686868686868685,0.6919431279620852,0.2335025380710659,0.26656626506024106,0.22346368715083798,0.30382436260623236,0.42115384615384643,0.30942788074133754,0.45196078431372566,0.8513194512473939,0.4575492746343369,0.4300809115794092,0.39702395262935924,0.7068566084120255,0.8825403754855482,0.5167876799534152,0.6460149254852738,0.8694171324457348,0.7143677799298016,0.20996167938002053,0.12998092132385075,anger
0.17359413202933982,0.20385674931129477,0.6037234042553191,0.2170329670329671,0.13235294117647062,0.2222222222222222,0.5663507109004741,0.19543147208121825,0.2710843373493975,0.3649906890130352,0.3434844192634562,0.476923076923077,0.31587429492344876,0.48039215686274517,0.7125958649982019,0.6403081652238841,0.7344529629104523,0.6162299491562352,0.44101154559228106,0.7165554057142295,0.673106034928235,0.36409976545628936,0.7509387556442692,0.42981473210539267,0.4989828644031393,0.46268798227012375,anger
0.26894865525672373,0.19834710743801648,0.6409574468085107,0.23076923076923078,0.2247899159663866,0.15909090909090917,0.6042654028436018,0.15482233502538068,0.2575301204819277,0.2867783985102419,0.28611898016997184,0.3374999999999999,0.2699435938759065,0.21666666666666656,0.6346082624117714,0.41761857702166105,0.432675678158727,0.4629146348536491,0.3014617755665785,0.5883620641784918,0.5861055668503772,0.374850133393464,0.5999129924558427,0.43943997226740783,0.4012698121917646,0.3900247852923844,anger
0.706601466992665,0.19834710743801648,0.8776595744680852,0.2747252747252747,0.7415966386554622,0.09595959595959602,0.9028436018957348,0.18020304568527923,0.6731927710843374,0.1880819366852886,0.7634560906515583,0.14711538461538431,0.9556809024979853,0.0676470588235294,0.2530242036078403,0.5486801518746821,0.3554476842507258,0.38586758994633313,0.14625594210402482,0.31164714477948696,0.3832005224415348,0.13511225377654051,0.4105420654909958,0.25102803735461277,0.485659127684138,0.626218579116175,anger
0.7530562347188263,0.2892561983471074,0.7553191489361702,0.3049450549450549,0.6365546218487395,0.26515151515151525,0.753554502369668,0.24365482233502544,0.7936746987951807,0.35940409683426444,0.5828611898016997,0.3576923076923073,0.20709105560032226,0.2382352941176471,0.26232733471632275,0.7688017521705107,0.2027681547418173,0.0,0.5887314398967175,0.4064758657740958,0.5337375351065887,0.2902142066974042,0.4538891474530006,0.14031605344101294,0.15337404235149354,0.46528396727734134,anger
0.18092909535452323,0.1294765840220386,0.5026595744680852,0.1208791208791209,0.15546218487394964,0.11868686868686873,0.48815165876777245,0.10659898477157359,0.1475903614457832,0.15828677839851024,0.264872521246459,0.1961538461538459,0.31184528605962925,0.11960784313725492,0.5652489663214443,0.3617616778852758,0.44244226357981475,0.5184858269120547,0.3053600178011041,0.5762315230656428,0.43568862173095546,0.5520875379244921,0.5639929974181886,0.5277019820663236,0.0988418783342282,0.1450447222124216,anger
0.2004889975550122,0.19559228650137744,0.7207446808510639,0.19505494505494508,0.1722689075630252,0.16414141414141414,0.6729857819905215,0.15736040609137059,0.36596385542168675,0.3761638733705772,0.41147308781869685,0.4115384615384614,0.3263497179693795,0.22843137254901968,0.8010423073029908,0.8199397495257083,0.672873203915766,0.3491967337941388,0.3059683901953053,0.8895351620059574,0.7962473947701385,0.5020603152742957,0.8991161184929103,0.40171584996524934,0.3481022103551392,0.381960210564084,anger
0.20782396088019556,0.17906336088154268,0.6569148936170214,0.1291208791208791,0.21848739495798325,0.2550505050505052,0.618483412322275,0.2258883248730964,0.13102409638554224,0.1824953445065176,0.15651558073654392,0.3865384615384615,0.34004834810636586,0.4745098039215687,0.6519635368451818,0.0,0.27183962354964486,0.7910389456160485,0.7259135767967172,0.6246199867922909,0.20094802015739566,0.5653612239185777,0.6549748177005129,1.0,0.15127198990649315,0.014552656401140451,anger
0.22004889975550118,0.1928374655647383,0.6223404255319148,0.1675824175824176,0.1449579831932773,0.1540404040404041,0.5781990521327015,0.12690355329949243,0.30421686746987964,0.2811918063314711,0.2967422096317279,0.2625000000000002,0.1635777598710717,0.28921568627450966,0.7485610574788858,0.6898432597724732,0.4303934816243783,0.17403027323582526,0.24234126027798608,0.751349451322065,0.6619057454750745,0.5085095698135256,0.7358557469039598,0.4696360977102443,0.296144846350064,0.30063545145061576,anger
